age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augmentation_salaire_precedente_pourcent,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel
39,M,19272,Marie,Consulting,SeniorManager,1,21,21,9,3,2,5,4,1,3,3,Non,0.15,Non,1,2,7,2,TransformationDigitale,Frequent,13,3
39,F,5238,Marie,Commercial,CadreCommercial,4,12,1,0,4,3,2,3,1,2,3,Oui,0.18,Oui,0,3,3,2,TransformationDigitale,Occasionnel,0,0
33,M,4682,Celibataire,Commercial,CadreCommercial,3,9,7,7,2,2,2,4,3,2,3,Non,0.14,Non,0,6,10,3,Marketing,Frequent,0,1
47,M,18300,Marie,Consulting,DirecteurTechnique,4,21,3,2,4,3,5,3,2,3,3,Non,0.11,Non,1,2,5,5,InfraCloud,Occasionnel,1,1
43,F,5257,Divorce,Consulting,Consultant,1,9,9,7,3,2,2,3,2,4,3,Non,0.11,Non,1,3,10,4,InfraCloud,Frequent,0,0
27,M,6349,Marie,Commercial,CadreCommercial,0,6,5,4,3,3,2,2,4,3,3,Oui,0.13,Non,1,0,1,1,Marketing,Aucun,1,4
54,F,4869,Celibataire,Consulting,AssistantdeDirection,3,20,4,3,4,3,2,3,4,2,3,Non,0.12,Non,0,4,20,4,InfraCloud,Frequent,0,3
43,F,9985,Marie,Consulting,Manager,8,10,1,0,3,3,3,1,1,2,3,Non,0.16,Non,1,1,7,3,InfraCloud,Occasionnel,0,0
45,M,3697,Marie,Consulting,AssistantdeDirection,9,12,10,9,4,3,2,4,1,3,3,Non,0.14,Non,2,3,8,4,Autre,Occasionnel,9,8
40,M,7457,Marie,Commercial,CadreCommercial,2,6,4,3,2,1,2,4,3,2,4,Oui,0.22,Non,3,2,1,2,TransformationDigitale,Occasionnel,0,2
29,M,2119,Marie,Consulting,Consultant,1,7,7,7,2,1,1,1,4,2,3,Oui,0.11,Oui,0,4,8,4,Autre,Occasionnel,0,7
29,M,3983,Celibataire,Consulting,Consultant,0,4,3,2,2,2,1,4,3,3,3,Non,0.17,Non,0,2,9,5,Autre,Occasionnel,2,2
30,F,6118,Divorce,Commercial,CadreCommercial,1,10,10,9,4,2,2,3,3,3,3,Non,0.13,Non,3,2,5,3,Marketing,Occasionnel,1,2
27,F,6214,Marie,Commercial,CadreCommercial,1,8,8,7,2,3,2,2,1,3,3,Non,0.18,Non,1,3,8,4,Marketing,Occasionnel,0,7
37,M,6347,Divorce,Consulting,TechLead,7,8,6,2,4,3,2,4,3,2,3,Non,0.16,Non,2,2,5,2,TransformationDigitale,Occasionnel,0,4
38,M,11510,Divorce,Consulting,DirecteurTechnique,0,12,11,10,3,2,3,4,2,3,3,Oui,0.14,Non,1,3,15,2,InfraCloud,Occasionnel,2,9
31,F,7143,Celibataire,Consulting,TechLead,1,11,11,9,3,3,3,4,3,2,3,Oui,0.14,Non,0,2,7,4,TransformationDigitale,Occasionnel,4,10
29,F,8268,Divorce,Commercial,CadreCommercial,1,7,7,7,4,2,2,2,1,3,3,Oui,0.14,Non,2,2,10,1,Marketing,Occasionnel,1,7
35,M,8095,Celibataire,Consulting,TechLead,0,17,16,6,3,3,3,2,4,3,3,Non,0.13,Non,0,5,5,4,Entrepreunariat,Occasionnel,0,13
23,M,2904,Divorce,Consulting,AssistantdeDirection,1,4,4,2,3,3,1,4,3,2,3,Non,0.12,Non,2,2,26,1,InfraCloud,Occasionnel,0,2
41,M,6032,Celibataire,Consulting,TechLead,6,8,5,4,4,2,2,2,4,3,3,Oui,0.15,Non,0,3,6,3,TransformationDigitale,Occasionnel,1,2
47,M,2976,Celibataire,Commercial,ReprésentantCommercial,3,5,0,0,2,3,2,3,1,3,3,Non,0.19,Non,0,3,4,1,TransformationDigitale,Frequent,0,0
42,F,15992,Celibataire,Consulting,DirecteurTechnique,2,16,1,0,1,3,4,4,2,3,3,Non,0.14,Non,0,2,23,5,InfraCloud,Occasionnel,0,0
29,M,4649,Marie,Commercial,CadreCommercial,1,4,4,3,4,3,2,3,1,2,3,Non,0.14,Non,1,3,2,3,InfraCloud,Aucun,0,2
42,M,2696,Divorce,RessourcesHumaines,RessourcesHumaines,0,4,3,2,3,3,1,3,3,3,3,Oui,0.11,Non,1,5,2,1,Entrepreunariat,Occasionnel,1,0
32,F,2370,Marie,Consulting,Consultant,1,8,8,0,3,3,1,2,3,3,3,Non,0.13,Non,1,4,2,3,TransformationDigitale,Occasionnel,0,7
48,F,12504,Marie,Commercial,SeniorManager,3,15,0,0,1,3,3,3,2,1,4,Non,0.21,Non,1,3,29,1,TransformationDigitale,Occasionnel,0,0
37,M,5974,Divorce,Consulting,AssistantdeDirection,4,13,7,7,3,4,2,1,1,3,3,Oui,0.13,Non,2,2,6,3,TransformationDigitale,Occasionnel,6,7
30,F,4736,Marie,Commercial,CadreCommercial,7,4,2,2,4,3,2,3,2,4,3,Oui,0.12,Non,1,2,25,2,Entrepreunariat,Aucun,2,2
26,M,5296,Marie,Commercial,CadreCommercial,1,8,8,7,3,3,2,3,2,3,3,Non,0.17,Non,1,3,1,3,InfraCloud,Occasionnel,7,7
42,M,6781,Celibataire,Consulting,Manager,3,14,1,0,1,2,2,4,2,3,4,Non,0.23,Non,0,6,2,4,Autre,Occasionnel,0,0
21,F,2174,Celibataire,Commercial,ReprésentantCommercial,1,3,3,2,1,2,1,2,3,3,3,Oui,0.11,Oui,0,3,1,1,Entrepreunariat,Frequent,1,2
36,F,6653,Celibataire,Commercial,CadreCommercial,4,7,1,0,4,3,2,4,2,3,3,Non,0.15,Non,0,6,1,5,TransformationDigitale,Aucun,0,0
36,M,9699,Marie,Commercial,CadreCommercial,4,16,13,9,1,2,3,4,1,3,3,Non,0.11,Non,1,2,3,4,TransformationDigitale,Frequent,1,12
57,M,6755,Marie,Consulting,Manager,2,15,3,2,4,3,2,3,3,3,3,Non,0.11,Non,0,2,1,4,TransformationDigitale,Occasionnel,1,2
40,F,2213,Marie,Consulting,Consultant,3,10,7,7,4,4,1,3,3,3,3,Oui,0.13,Non,1,3,10,4,InfraCloud,Occasionnel,1,7
21,M,2610,Celibataire,Commercial,ReprésentantCommercial,1,3,3,2,1,3,1,4,3,2,4,Non,0.24,Non,0,3,9,2,TransformationDigitale,Aucun,2,2
33,F,2851,Celibataire,Commercial,ReprésentantCommercial,1,1,1,0,4,3,1,3,2,3,3,Oui,0.13,Oui,0,2,5,3,Marketing,Occasionnel,0,0
37,F,3452,Marie,Consulting,Consultant,6,17,5,4,3,3,1,1,2,3,4,Non,0.2,Non,1,3,10,3,TransformationDigitale,Occasionnel,0,3
46,F,5258,Marie,Consulting,TechLead,2,7,1,0,3,3,2,3,3,4,3,Non,0.14,Non,0,2,7,4,TransformationDigitale,Aucun,0,0
41,M,9355,Celibataire,Commercial,CadreCommercial,1,8,8,7,1,3,2,2,3,3,3,Non,0.18,Oui,0,5,4,3,Marketing,Frequent,7,7
50,M,10496,Celibataire,Consulting,Manager,6,20,4,3,4,2,3,4,4,3,3,Non,0.15,Non,0,2,10,3,Entrepreunariat,Occasionnel,1,3
40,M,6380,Marie,Commercial,CadreCommercial,2,8,6,4,3,2,2,3,1,3,3,Oui,0.12,Oui,2,6,22,2,Marketing,Occasionnel,1,0
31,M,2657,Celibataire,Consulting,AssistantdeDirection,0,3,2,2,3,2,1,2,4,3,3,Oui,0.16,Non,0,5,9,4,InfraCloud,Occasionnel,2,2
21,F,2716,Celibataire,Commercial,ReprésentantCommercial,1,1,1,0,3,4,1,2,4,3,3,Non,0.15,Oui,0,0,12,3,InfraCloud,Occasionnel,0,0
29,M,2201,Celibataire,Consulting,AssistantdeDirection,9,6,3,2,4,3,1,4,4,3,3,Non,0.16,Non,0,4,23,3,InfraCloud,Occasionnel,1,2
35,M,6540,Celibataire,Consulting,Manager,9,10,1,1,3,2,2,2,3,3,3,Non,0.19,Non,0,5,9,4,InfraCloud,Occasionnel,0,0
27,M,3816,Divorce,Consulting,Consultant,1,5,5,2,4,3,1,2,2,3,3,Non,0.11,Non,1,2,1,2,TransformationDigitale,Occasionnel,0,4
28,M,5253,Celibataire,Commercial,CadreCommercial,1,7,7,5,2,3,2,4,4,3,3,Non,0.16,Non,0,1,9,4,InfraCloud,Occasionnel,0,7
49,M,10965,Celibataire,Consulting,Manager,8,26,5,2,2,2,3,3,3,3,4,Non,0.24,Non,0,2,7,3,Autre,Occasionnel,0,0
51,F,4936,Marie,Commercial,CadreCommercial,4,18,7,7,3,3,2,4,3,2,3,Non,0.11,Non,1,2,14,2,InfraCloud,Occasionnel,0,7
36,F,2543,Marie,Consulting,AssistantdeDirection,4,6,2,2,4,3,1,3,2,3,3,Non,0.13,Non,1,3,2,3,InfraCloud,Occasionnel,2,2
34,M,5304,Celibataire,Commercial,CadreCommercial,8,9,5,2,1,4,2,4,2,2,3,Oui,0.13,Oui,0,3,19,3,Marketing,Aucun,0,4
55,F,16659,Celibataire,Consulting,SeniorManager,2,30,5,4,3,3,4,4,3,3,3,Oui,0.13,Non,0,2,2,3,InfraCloud,Occasionnel,1,2
24,F,4260,Divorce,Commercial,CadreCommercial,1,5,5,2,4,3,2,3,4,4,3,Oui,0.12,Non,1,2,10,4,Marketing,Occasionnel,0,3
30,M,2476,Marie,Commercial,ReprésentantCommercial,1,1,1,0,3,3,1,2,1,3,3,Non,0.18,Non,1,3,2,1,Entrepreunariat,Occasionnel,0,0
26,M,3102,Celibataire,Consulting,AssistantdeDirection,0,7,6,4,3,3,1,1,3,3,4,Non,0.22,Oui,0,2,3,1,Entrepreunariat,Frequent,0,4
22,F,2244,Marie,Consulting,AssistantdeDirection,1,2,2,1,1,3,1,2,4,3,3,Non,0.13,Non,1,1,11,3,TransformationDigitale,Occasionnel,1,2
36,M,7596,Marie,Commercial,CadreCommercial,1,10,10,9,2,2,3,3,2,3,3,Non,0.13,Non,2,2,2,2,TransformationDigitale,Occasionnel,9,0
30,M,2285,Celibataire,Consulting,AssistantdeDirection,9,3,1,0,3,3,1,4,3,3,4,Oui,0.23,Oui,0,4,4,3,Entrepreunariat,Frequent,0,0
37,F,3034,Divorce,Consulting,Consultant,1,18,18,7,4,3,1,1,3,2,3,Non,0.12,Non,1,2,14,3,InfraCloud,Occasionnel,12,17
40,F,5715,Divorce,Commercial,CadreCommercial,7,8,5,4,4,3,2,2,3,3,3,Non,0.12,Non,2,5,2,2,Marketing,Occasionnel,1,3
42,F,2576,Divorce,Consulting,Consultant,3,8,5,2,2,3,1,1,2,3,3,Non,0.16,Non,1,5,1,4,InfraCloud,Occasionnel,1,2
37,M,4197,Celibataire,Consulting,TechLead,2,18,1,0,3,3,2,2,4,2,3,Oui,0.12,Non,0,2,10,4,InfraCloud,Occasionnel,0,1
43,M,14336,Divorce,Consulting,DirecteurTechnique,1,25,25,10,1,2,4,2,3,3,3,Non,0.11,Non,1,3,12,3,InfraCloud,Occasionnel,3,9
40,F,3448,Marie,Consulting,Consultant,6,20,1,0,2,2,2,3,2,3,4,Non,0.22,Non,1,3,2,3,TransformationDigitale,Occasionnel,0,0
54,M,19406,Marie,Consulting,DirecteurTechnique,4,24,4,2,1,3,5,1,3,2,3,Non,0.11,Non,1,4,5,2,TransformationDigitale,Occasionnel,1,2
34,F,6538,Marie,Commercial,CadreCommercial,9,6,3,2,3,3,2,3,1,3,3,Non,0.15,Non,1,3,4,4,Marketing,Aucun,1,2
31,F,4306,Marie,Consulting,TechLead,1,13,13,10,2,3,2,1,2,1,3,Non,0.12,Non,1,5,7,2,TransformationDigitale,Occasionnel,3,12
43,M,2258,Marie,Consulting,Consultant,7,8,3,2,4,3,1,4,1,3,4,Non,0.2,Non,1,1,21,3,TransformationDigitale,Frequent,1,2
43,F,4522,Divorce,Consulting,Manager,4,8,5,2,3,3,2,3,4,3,3,Oui,0.14,Non,0,3,8,4,Autre,Occasionnel,0,2
25,F,4487,Celibataire,Commercial,CadreCommercial,1,5,5,4,2,2,2,4,2,3,3,Oui,0.11,Non,0,3,4,2,InfraCloud,Occasionnel,1,3
37,F,4449,Marie,Consulting,AssistantdeDirection,3,15,13,11,2,3,2,3,1,3,3,Oui,0.15,Non,2,2,25,5,TransformationDigitale,Aucun,10,7
31,M,2218,Marie,Consulting,Consultant,1,4,4,2,4,2,1,1,3,3,3,Non,0.12,Non,1,3,1,2,InfraCloud,Occasionnel,3,2
39,M,19197,Divorce,Consulting,SeniorManager,1,21,21,8,2,3,5,3,3,3,3,Oui,0.14,Non,1,3,1,1,InfraCloud,Frequent,1,6
56,F,13212,Marie,Commercial,CadreCommercial,9,36,7,7,3,4,4,1,4,2,3,Non,0.11,Non,3,0,6,3,InfraCloud,Frequent,7,7
30,F,6577,Celibataire,Commercial,CadreCommercial,0,6,5,4,2,3,2,3,2,3,3,Non,0.11,Non,0,6,12,3,Entrepreunariat,Occasionnel,4,4
41,M,8392,Marie,Commercial,CadreCommercial,1,10,10,7,2,4,3,1,3,3,3,Non,0.16,Non,1,2,1,3,Marketing,Occasionnel,0,7
28,M,4558,Divorce,Consulting,Consultant,1,10,10,0,3,3,2,1,4,3,3,Non,0.12,Non,1,2,17,2,TransformationDigitale,Occasionnel,1,8
25,M,4031,Marie,Consulting,Consultant,5,6,2,2,1,3,1,1,3,3,3,Non,0.13,Oui,1,5,3,3,TransformationDigitale,Occasionnel,0,2
52,M,7969,Marie,Consulting,TechLead,2,28,5,4,4,2,3,3,3,3,3,Oui,0.14,Non,0,4,3,3,TransformationDigitale,Occasionnel,0,4
45,M,2654,Marie,Consulting,AssistantdeDirection,3,8,2,2,1,3,1,4,4,2,4,Non,0.21,Non,2,3,10,2,InfraCloud,Occasionnel,0,2
52,F,16555,Marie,Consulting,SeniorManager,2,31,5,2,4,3,4,4,4,1,3,Non,0.13,Non,0,2,4,2,InfraCloud,Occasionnel,1,4
42,F,4556,Divorce,Consulting,AssistantdeDirection,2,19,5,4,1,3,2,3,2,3,3,Non,0.11,Non,1,3,29,2,InfraCloud,Frequent,0,2
30,F,6091,Celibataire,Consulting,TechLead,2,11,5,4,3,1,2,4,3,3,4,Non,0.2,Non,0,2,2,3,InfraCloud,Occasionnel,0,2
60,F,19566,Marie,Consulting,SeniorManager,5,33,29,8,1,3,5,1,4,1,3,Non,0.11,Non,0,5,7,3,InfraCloud,Occasionnel,11,10
46,F,4810,Divorce,Consulting,TechLead,2,19,10,7,3,3,2,3,3,2,3,Non,0.14,Non,1,5,18,3,TransformationDigitale,Occasionnel,0,8
42,F,4523,Marie,Consulting,Manager,0,7,6,5,4,2,2,4,4,4,3,Non,0.11,Non,3,4,28,4,Entrepreunariat,Frequent,0,4
24,F,3202,Celibataire,Commercial,ReprésentantCommercial,1,6,5,3,1,3,1,2,2,3,3,Oui,0.16,Oui,0,4,1,1,Entrepreunariat,Occasionnel,1,4
34,F,2351,Divorce,Commercial,ReprésentantCommercial,0,3,2,2,4,1,1,3,4,2,3,Non,0.16,Oui,1,3,6,2,Marketing,Frequent,1,0
38,M,1702,Marie,Consulting,Consultant,1,1,1,0,4,3,1,4,3,3,4,Oui,0.23,Non,1,3,2,2,InfraCloud,Frequent,0,0
40,F,18041,Marie,Commercial,SeniorManager,0,21,20,15,3,3,5,3,4,3,3,Non,0.14,Non,0,2,2,4,InfraCloud,Occasionnel,1,12
26,F,2886,Divorce,Consulting,AssistantdeDirection,1,3,3,2,1,3,1,4,2,1,4,Non,0.22,Non,2,3,23,3,InfraCloud,Occasionnel,0,2
30,M,2097,Marie,Consulting,Consultant,4,9,5,3,3,3,1,4,3,1,3,Non,0.15,Non,1,3,3,3,InfraCloud,Aucun,1,4
29,M,11935,Marie,Consulting,DirecteurTechnique,1,10,10,2,2,2,3,3,3,3,3,Non,0.18,Non,0,2,3,4,TransformationDigitale,Occasionnel,0,7
29,F,2546,Marie,Consulting,AssistantdeDirection,5,6,2,2,3,2,1,2,2,4,3,Non,0.16,Oui,0,2,25,5,Entrepreunariat,Occasionnel,1,1
19,M,2564,Celibataire,RessourcesHumaines,RessourcesHumaines,1,1,1,0,1,2,1,4,3,4,3,Non,0.12,Oui,0,3,2,2,Entrepreunariat,Occasionnel,0,0
30,F,8412,Marie,Commercial,CadreCommercial,0,10,9,8,3,3,3,1,3,3,3,Non,0.11,Non,0,3,22,4,Autre,Aucun,7,8
57,M,14118,Divorce,Commercial,SeniorManager,3,32,1,0,1,2,4,4,3,2,3,Non,0.12,Non,1,3,29,3,Marketing,Occasionnel,0,0
50,M,17046,Marie,Consulting,SeniorManager,0,28,27,10,2,2,4,3,2,3,3,Non,0.15,Non,1,2,29,4,InfraCloud,Occasionnel,15,7
30,F,2564,Celibataire,Consulting,Consultant,0,12,11,7,3,3,1,4,3,2,3,Non,0.14,Non,0,2,2,3,TransformationDigitale,Aucun,6,7
60,F,10266,Marie,Commercial,CadreCommercial,4,22,18,13,3,2,3,1,4,4,3,Non,0.19,Non,0,5,28,3,Marketing,Frequent,13,11
47,F,5070,Divorce,Consulting,TechLead,5,20,5,0,1,3,2,4,3,3,3,Non,0.13,Non,3,2,2,2,TransformationDigitale,Occasionnel,0,4
46,M,17861,Marie,Consulting,DirecteurTechnique,6,26,3,2,1,3,4,3,3,1,3,Non,0.13,Non,0,2,2,3,InfraCloud,Occasionnel,0,1
35,M,4230,Celibataire,Consulting,Consultant,0,6,5,4,4,1,1,3,3,3,3,Non,0.15,Non,0,2,22,3,InfraCloud,Occasionnel,4,3
54,F,3780,Celibataire,Consulting,Consultant,7,19,1,0,3,3,2,3,3,3,3,Non,0.11,Non,0,3,8,4,InfraCloud,Occasionnel,0,0
34,M,2768,Divorce,Consulting,AssistantdeDirection,3,14,7,3,4,2,1,3,3,3,3,Non,0.12,Non,1,3,2,4,InfraCloud,Occasionnel,5,7
46,F,9071,Marie,Commercial,CadreCommercial,2,15,3,2,3,2,3,4,3,3,3,Oui,0.19,Non,1,3,10,3,Marketing,Occasionnel,1,2
31,M,10648,Divorce,Consulting,TechLead,1,13,13,8,3,3,3,2,4,4,4,Non,0.25,Non,1,6,9,1,InfraCloud,Occasionnel,0,8
33,M,13610,Marie,Consulting,SeniorManager,7,15,7,6,2,3,3,3,4,4,3,Oui,0.12,Oui,0,2,15,1,TransformationDigitale,Occasionnel,7,7
33,M,3408,Divorce,Consulting,Consultant,7,8,4,3,1,1,1,4,1,3,3,Non,0.13,Oui,3,2,10,1,TransformationDigitale,Occasionnel,1,3
30,M,2983,Celibataire,Commercial,ReprésentantCommercial,0,4,3,2,4,3,1,2,1,3,3,Non,0.14,Non,0,3,7,1,Marketing,Occasionnel,1,2
35,M,7632,Marie,Consulting,Manager,4,10,8,7,4,3,3,3,3,3,3,Oui,0.12,Non,0,2,16,3,InfraCloud,Occasionnel,0,0
31,M,9824,Marie,Consulting,Manager,3,12,1,0,1,3,3,3,1,3,3,Non,0.12,Oui,0,2,20,3,InfraCloud,Frequent,0,0
34,F,9950,Divorce,RessourcesHumaines,RessourcesHumaines,9,11,3,2,2,3,3,1,3,3,3,Oui,0.15,Oui,3,2,23,3,RessourcesHumaines,Frequent,0,2
42,M,2093,Marie,Consulting,Consultant,4,8,2,2,2,3,1,3,4,3,3,Non,0.17,Non,1,4,5,2,Autre,Frequent,2,0
36,M,9980,Celibataire,Commercial,CadreCommercial,1,10,10,3,2,3,3,4,4,2,3,Non,0.14,Non,0,3,10,4,TransformationDigitale,Aucun,9,7
22,M,3894,Celibataire,Consulting,Consultant,5,4,2,2,3,2,1,3,3,3,3,Non,0.16,Oui,0,3,4,1,Entrepreunariat,Frequent,1,2
48,F,4051,Marie,Commercial,CadreCommercial,2,14,9,7,2,3,2,4,1,3,3,Non,0.14,Non,1,2,2,5,Marketing,Occasionnel,6,7
55,F,16835,Celibataire,Commercial,SeniorManager,3,37,10,9,1,3,4,2,4,3,4,Non,0.23,Non,0,2,18,5,InfraCloud,Occasionnel,7,7
41,M,6230,Celibataire,Commercial,CadreCommercial,7,16,14,3,4,3,2,4,4,3,3,Non,0.14,Non,0,3,10,2,InfraCloud,Aucun,1,10
35,M,4717,Marie,Commercial,CadreCommercial,9,15,11,9,2,3,2,3,3,3,3,Non,0.11,Non,0,2,1,3,Marketing,Occasionnel,6,9
40,F,13237,Celibataire,Consulting,TechLead,7,22,20,6,2,3,4,3,3,3,3,Non,0.15,Non,0,3,6,3,InfraCloud,Occasionnel,5,13
39,F,3755,Marie,Consulting,Consultant,1,8,8,3,3,3,1,3,1,3,3,Non,0.11,Non,1,3,8,1,InfraCloud,Frequent,0,7
31,M,6582,Celibataire,Commercial,CadreCommercial,4,10,6,5,2,3,2,4,3,4,3,Oui,0.13,Non,0,2,2,1,InfraCloud,Occasionnel,0,5
42,M,7406,Marie,Consulting,TechLead,1,10,10,9,4,3,3,1,4,2,4,Oui,0.21,Non,1,5,24,3,TransformationDigitale,Occasionnel,5,8
45,M,4805,Marie,Commercial,CadreCommercial,0,9,8,7,4,3,2,2,2,4,3,Non,0.19,Non,1,3,2,3,Autre,Occasionnel,3,7
26,F,2741,Divorce,RessourcesHumaines,RessourcesHumaines,0,8,7,7,2,3,1,3,2,2,3,Oui,0.11,Oui,1,2,17,4,InfraCloud,Frequent,1,0
29,M,4262,Divorce,Consulting,TechLead,4,8,3,2,4,3,2,4,2,4,3,Non,0.12,Non,2,2,19,3,Entrepreunariat,Occasionnel,1,2
33,F,16184,Divorce,Consulting,DirecteurTechnique,4,10,6,1,1,4,4,3,3,3,3,Non,0.19,Non,1,2,1,5,TransformationDigitale,Occasionnel,0,5
31,M,11557,Divorce,Commercial,SeniorManager,9,10,5,4,3,2,3,4,3,2,4,Non,0.21,Non,1,3,7,3,InfraCloud,Occasionnel,0,1
18,M,1878,Celibataire,Commercial,ReprésentantCommercial,1,0,0,0,2,3,1,2,4,3,3,Oui,0.14,Oui,0,3,5,3,Marketing,Frequent,0,0
40,M,10932,Divorce,Commercial,CadreCommercial,3,20,1,0,3,1,3,1,3,3,3,Non,0.15,Non,1,2,28,3,Autre,Aucun,0,1
41,F,6811,Celibataire,Consulting,Manager,2,10,8,7,1,2,2,3,1,3,3,Oui,0.17,Non,0,3,2,4,Autre,Aucun,0,7
26,M,4306,Divorce,Commercial,CadreCommercial,5,8,0,0,1,3,2,3,1,3,3,Non,0.12,Non,2,5,29,2,TransformationDigitale,Occasionnel,0,0
35,F,4859,Celibataire,Commercial,CadreCommercial,1,5,5,4,1,3,2,3,4,3,3,Non,0.16,Non,0,3,1,3,TransformationDigitale,Occasionnel,0,3
34,M,5337,Celibataire,Commercial,CadreCommercial,1,10,10,7,4,4,2,4,4,3,3,Non,0.12,Non,0,3,21,4,InfraCloud,Occasionnel,5,7
26,M,2340,Celibataire,Consulting,Consultant,1,1,1,0,3,1,1,4,2,1,3,Oui,0.18,Oui,0,3,24,3,Entrepreunariat,Occasionnel,0,0
37,F,7491,Celibataire,Consulting,TechLead,4,12,6,5,2,3,3,4,4,4,3,Non,0.17,Non,0,3,1,3,Entrepreunariat,Occasionnel,1,2
46,F,10527,Marie,Consulting,Manager,5,28,2,2,1,3,3,3,4,2,3,Non,0.11,Non,0,3,18,1,TransformationDigitale,Frequent,1,2
41,F,16595,Marie,Commercial,SeniorManager,7,22,18,16,2,3,4,1,2,3,3,Non,0.16,Non,1,2,2,5,InfraCloud,Occasionnel,11,8
37,M,8834,Divorce,Commercial,CadreCommercial,1,9,9,5,1,3,3,2,4,3,3,Non,0.13,Non,1,6,9,4,TransformationDigitale,Aucun,7,7
52,M,5577,Divorce,Consulting,AssistantdeDirection,3,18,10,9,4,3,2,1,2,3,3,Oui,0.12,Non,2,3,6,2,Entrepreunariat,Occasionnel,6,9
32,M,4707,Marie,Commercial,CadreCommercial,8,6,4,2,4,4,2,3,4,3,3,Non,0.12,Oui,0,2,11,4,Autre,Aucun,1,2
24,M,2400,Marie,Commercial,ReprésentantCommercial,0,3,2,2,4,3,1,4,3,3,3,Non,0.13,Non,2,3,24,3,TransformationDigitale,Frequent,2,1
38,F,9824,Marie,Consulting,Manager,3,18,1,0,3,3,2,3,3,3,3,Non,0.19,Non,1,4,10,3,TransformationDigitale,Occasionnel,0,0
37,F,6447,Marie,Consulting,TechLead,6,8,6,5,2,3,2,2,2,2,3,Non,0.12,Non,1,2,1,4,InfraCloud,Occasionnel,4,3
49,M,19502,Divorce,Consulting,DirecteurTechnique,1,31,31,9,4,2,5,3,3,3,3,Oui,0.17,Non,1,5,18,4,InfraCloud,Occasionnel,0,9
24,M,2725,Marie,Consulting,AssistantdeDirection,1,6,6,5,2,4,1,4,2,3,3,Oui,0.11,Non,2,3,23,3,TransformationDigitale,Occasionnel,1,4
26,M,6272,Marie,Commercial,CadreCommercial,1,6,5,3,1,3,2,2,4,4,4,Non,0.2,Non,2,5,28,2,Marketing,Occasionnel,1,4
24,M,2127,Marie,Consulting,Consultant,1,1,1,0,4,2,1,2,4,3,4,Non,0.21,Non,1,2,17,2,Autre,Occasionnel,0,0
50,M,18200,Marie,RessourcesHumaines,SeniorManager,1,32,32,5,1,3,5,2,3,3,3,Non,0.11,Non,1,2,3,3,TransformationDigitale,Frequent,10,7
25,M,2096,Marie,Commercial,ReprésentantCommercial,1,7,7,4,2,3,1,3,3,3,3,Non,0.11,Non,0,1,13,1,TransformationDigitale,Occasionnel,0,6
24,F,2886,Marie,Consulting,Consultant,1,6,6,3,1,3,1,3,4,3,3,Oui,0.16,Oui,1,4,7,3,InfraCloud,Frequent,1,2
30,M,2033,Marie,Commercial,ReprésentantCommercial,1,1,1,0,2,2,1,1,3,4,3,Non,0.18,Oui,1,2,12,4,InfraCloud,Frequent,0,0
34,M,3622,Marie,Consulting,AssistantdeDirection,1,6,6,5,2,2,1,4,4,3,3,Oui,0.13,Non,1,3,1,2,InfraCloud,Occasionnel,1,3
31,M,4233,Divorce,Commercial,CadreCommercial,2,9,3,1,2,3,2,1,3,1,3,Non,0.17,Oui,0,2,13,4,TransformationDigitale,Occasionnel,1,2
35,M,3681,Celibataire,Consulting,Consultant,4,9,3,2,1,2,2,4,4,3,3,Non,0.14,Non,0,3,25,2,Autre,Occasionnel,0,2
31,M,5460,Divorce,Commercial,CadreCommercial,4,13,7,7,1,4,2,4,4,4,4,Non,0.22,Non,2,4,6,4,TransformationDigitale,Occasionnel,5,7
27,F,2187,Divorce,Consulting,AssistantdeDirection,0,6,5,3,1,2,1,3,3,2,3,Non,0.12,Non,2,5,6,4,TransformationDigitale,Occasionnel,0,3
37,M,9602,Marie,Commercial,CadreCommercial,4,17,3,0,4,3,2,3,3,2,3,Oui,0.11,Non,1,3,2,3,Marketing,Occasionnel,1,0
20,F,2836,Celibataire,Consulting,AssistantdeDirection,1,1,1,0,4,2,1,2,4,4,3,Non,0.13,Non,0,0,1,3,InfraCloud,Occasionnel,0,0
42,F,4089,Marie,Consulting,Manager,1,10,10,2,3,3,2,4,2,3,3,Non,0.13,Non,2,4,2,4,InfraCloud,Occasionnel,2,2
43,M,16627,Divorce,Consulting,DirecteurTechnique,4,21,1,0,2,2,4,4,3,2,3,Oui,0.14,Non,1,3,6,4,Autre,Occasionnel,0,0
38,F,2619,Celibataire,Consulting,AssistantdeDirection,3,8,0,0,3,3,1,1,4,2,3,Non,0.17,Non,0,3,1,1,InfraCloud,Occasionnel,0,0
