genre,revenu_mensuel,annees_dans_l_entreprise,satisfaction_employee_environnement,note_evaluation_precedente,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augmentation_salaire_precedente_pourcent,distance_domicile_travail,niveau_education,frequence_deplacement,annees_depuis_la_derniere_promotion,experience_externe,score_satisfaction,augmentation_par_formation,pee_par_anciennete,a_suivi_formation,tranche_age,statut_marital_Celibataire,statut_marital_Divorce,statut_marital_Marie,departement_Commercial,departement_Consulting,departement_RessourcesHumaines,poste_AssistantdeDirection,poste_CadreCommercial,poste_Consultant,poste_DirecteurTechnique,poste_Manager,poste_ReprésentantCommercial,poste_RessourcesHumaines,poste_SeniorManager,poste_TechLead,domaine_etude_Autre,domaine_etude_Entrepreunariat,domaine_etude_InfraCloud,domaine_etude_Marketing,domaine_etude_RessourcesHumaines,domaine_etude_TransformationDigitale,promotion_recente,a_quitte_l_entreprise
1,11031,11,3,3,3,3,4,4,0,0.2,10,3,0,4,2,3.25,6.666666666666667,0.08333333333333333,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,5237,7,3,3,3,2,2,3,0,0.13,27,3,1,7,10,2.5,3.25,0.25,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,2610,4,4,4,3,4,3,3,0,0.11,7,3,2,0,0,3.5,3.6666666666666665,0.6,1,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,17861,20,3,3,3,4,2,3,1,0.13,2,1,0,2,1,3.0,3.25,0.0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,2844,7,3,4,3,4,4,3,0,0.13,1,3,1,5,0,3.5,4.333333333333333,0.125,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,5204,5,4,2,4,3,3,3,0,0.11,2,3,1,0,8,3.5,3.6666666666666665,0.3333333333333333,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0,2472,1,4,3,2,1,3,4,1,0.23,7,1,1,0,0,2.5,7.666666666666667,0.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
0,1555,1,4,1,3,3,3,3,0,0.11,22,1,1,0,0,3.25,3.6666666666666665,0.5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
1,16752,26,3,3,4,3,2,3,1,0.11,2,2,1,3,0,3.0,2.75,0.037037037037037035,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0,2559,8,2,3,1,4,3,3,1,0.13,9,2,1,7,0,2.5,13.0,0.0,0,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,10845,8,4,3,3,2,3,3,0,0.13,7,2,1,0,5,3.0,3.25,0.1111111111111111,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1,9950,3,2,3,1,3,3,3,1,0.15,23,3,2,0,8,2.25,5.0,0.75,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
1,13194,1,2,4,2,4,2,3,1,0.16,24,3,0,0,21,2.5,5.333333333333333,0.0,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
0,9250,4,3,3,2,2,3,3,0,0.12,29,4,1,1,5,2.5,3.0,0.2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,7403,26,1,3,2,3,2,3,0,0.11,8,2,1,1,3,2.0,2.75,0.037037037037037035,1,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,19586,36,3,2,4,3,3,4,0,0.21,26,5,1,2,0,3.25,5.25,0.02702702702702703,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1,6696,6,3,2,1,3,2,3,0,0.15,26,4,2,0,3,2.25,2.5,0.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1,5605,20,2,3,2,1,3,3,0,0.11,26,3,2,2,0,2.0,3.6666666666666665,0.047619047619047616,1,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,2566,1,3,2,3,4,2,3,1,0.15,3,3,0,0,0,3.0,5.0,0.5,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,6220,10,2,3,2,2,3,3,0,0.17,1,3,1,0,0,2.25,4.25,0.18181818181818182,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,10934,5,1,2,4,4,3,3,1,0.18,7,2,1,0,30,3.0,4.5,0.16666666666666666,1,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,2226,5,2,3,2,3,2,3,0,0.11,2,4,1,1,1,2.25,2.75,0.16666666666666666,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,6582,6,2,3,4,3,4,3,1,0.13,2,1,1,0,4,3.25,4.333333333333333,0.0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,7094,7,4,3,3,1,3,3,0,0.12,10,4,1,1,3,2.75,12.0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,5440,2,1,1,4,4,2,3,1,0.14,15,2,1,2,5,2.75,4.666666666666667,0.6666666666666666,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
0,5410,4,4,3,1,3,2,3,1,0.17,18,4,1,1,5,2.5,4.25,0.2,1,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,9241,10,4,3,3,2,3,3,0,0.12,6,3,1,8,0,3.0,3.0,0.0,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,4286,1,1,3,1,4,3,3,0,0.14,26,4,2,0,4,2.25,2.8000000000000003,1.0,1,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
0,6077,6,3,3,3,3,3,3,0,0.11,10,4,2,1,4,3.0,3.6666666666666665,0.0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,6524,10,2,3,2,4,3,3,0,0.14,5,2,2,5,0,2.75,3.5000000000000004,0.09090909090909091,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,3702,5,4,2,3,2,3,3,0,0.11,6,2,1,0,0,3.0,2.75,0.16666666666666666,1,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,4684,5,3,3,4,1,3,3,0,0.13,10,3,1,1,0,2.75,2.6,0.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1,5993,6,2,3,4,1,1,3,1,0.11,1,2,1,0,2,2.0,11.0,0.0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
0,6334,1,4,2,3,4,3,3,0,0.19,16,4,1,0,8,3.5,6.333333333333333,1.0,1,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,7988,10,2,2,1,1,2,3,0,0.13,17,3,1,0,0,1.5,3.25,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0,19513,2,4,3,4,1,4,3,1,0.12,3,4,1,0,24,3.25,4.0,0.3333333333333333,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,8161,1,1,3,3,1,3,3,0,0.13,16,4,1,0,9,2.0,4.333333333333333,1.5,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0,5381,1,1,2,3,4,3,3,1,0.13,1,2,1,0,22,2.75,4.333333333333333,0.0,1,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
0,5396,10,4,3,4,4,2,3,0,0.12,10,3,1,0,0,3.5,4.0,0.0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,6306,13,3,3,3,1,2,4,0,0.21,1,4,0,1,0,2.25,7.0,0.07142857142857142,1,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,10252,7,3,1,1,3,3,4,1,0.21,1,3,1,7,10,2.5,7.0,0.125,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,1859,1,1,2,2,2,4,4,1,0.25,10,3,0,0,0,2.25,8.333333333333334,0.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
0,4401,5,3,4,3,4,3,3,0,0.16,9,3,1,0,0,3.25,8.0,0.16666666666666666,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,7587,10,1,2,1,2,3,3,0,0.15,8,4,0,0,0,1.75,7.5,0.0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,6232,3,1,4,3,2,2,3,0,0.11,18,1,1,1,3,2.0,2.75,0.0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,2804,1,4,2,2,4,3,3,0,0.11,6,1,1,0,0,3.25,2.75,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1,3038,1,2,4,4,2,3,3,0,0.12,6,3,1,0,4,2.75,3.0,0.0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,2297,2,4,3,2,4,3,3,0,0.14,10,3,1,2,0,3.25,4.666666666666667,0.6666666666666666,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1,4999,3,1,3,3,1,2,4,0,0.21,3,2,1,0,1,1.75,7.0,0.25,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,2837,6,3,2,2,3,3,3,0,0.13,29,4,1,4,0,2.75,3.25,0.0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,19431,6,4,3,4,3,2,3,0,0.13,9,3,0,1,15,3.25,3.25,0.0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,7082,2,4,3,3,4,3,3,1,0.16,23,2,1,0,19,3.5,5.333333333333333,0.0,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,19081,4,4,3,2,1,3,3,0,0.11,15,2,1,0,21,2.5,3.6666666666666665,0.2,1,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,2119,7,2,1,1,4,2,3,1,0.11,8,4,1,0,0,2.25,2.2,0.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0,9824,1,1,3,3,1,3,3,0,0.12,20,3,2,0,11,2.0,4.0,0.0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,4591,5,3,3,3,3,2,3,1,0.17,14,3,1,1,6,2.75,3.4,0.16666666666666666,1,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,4382,2,3,3,3,4,2,3,0,0.17,2,4,1,2,3,3.0,4.25,0.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
0,2042,3,2,3,2,3,4,3,0,0.12,23,3,0,1,14,2.75,3.0,0.25,1,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,2404,2,4,3,1,4,1,4,1,0.21,6,3,1,2,6,2.5,7.0,0.0,1,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
0,8474,11,3,2,3,3,3,4,0,0.22,1,1,0,5,1,3.0,7.333333333333333,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,2267,2,2,3,3,4,2,3,0,0.17,6,2,1,2,5,2.75,5.666666666666667,0.0,1,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
0,2207,4,1,3,3,4,2,3,0,0.16,15,2,1,2,0,2.5,2.6666666666666665,0.2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,6782,5,3,3,2,3,2,3,0,0.15,9,3,0,0,4,2.5,5.0,0.0,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,3875,2,4,3,2,4,3,3,0,0.15,8,4,1,2,2,3.25,5.0,0.3333333333333333,1,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1,13320,12,4,4,4,3,3,3,1,0.18,28,3,1,11,11,3.5,6.0,0.07692307692307693,1,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,4508,13,1,2,3,2,3,4,0,0.22,29,4,2,3,1,2.25,4.4,0.0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,19926,5,3,3,2,2,3,3,0,0.15,11,3,1,4,16,2.5,2.5,0.0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,2325,0,3,1,1,1,4,4,0,0.21,1,1,2,0,1,2.25,3.5,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
0,7406,10,4,3,1,4,2,4,1,0.21,24,3,1,5,0,2.75,3.5,0.09090909090909091,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,9924,9,3,3,2,4,3,3,0,0.11,14,3,1,7,1,3.0,2.75,0.1,1,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,19517,7,4,3,4,3,2,3,0,0.11,1,4,1,0,25,3.25,2.75,0.125,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
0,2500,4,2,3,1,4,4,3,0,0.14,9,1,1,0,1,2.75,4.666666666666667,0.2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1,5561,6,2,3,3,1,2,3,0,0.14,3,2,1,1,0,2.0,2.3333333333333335,0.14285714285714285,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,3067,2,1,3,3,3,3,3,0,0.19,2,2,1,1,1,2.5,9.5,0.3333333333333333,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,2496,1,3,3,4,4,3,3,0,0.11,2,3,1,0,6,3.5,2.75,0.0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,3812,11,4,3,4,2,4,3,0,0.13,20,1,2,3,0,3.5,3.25,0.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,5869,5,3,2,3,3,3,3,0,0.11,10,3,1,1,3,3.0,3.6666666666666665,0.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,3452,6,3,3,4,2,2,3,0,0.13,29,3,1,0,3,2.75,4.333333333333333,0.0,1,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,19202,24,3,4,4,3,3,3,0,0.11,1,3,1,1,1,3.25,3.6666666666666665,0.04,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,5562,3,1,4,1,4,3,3,1,0.13,6,4,2,0,6,2.25,3.25,0.25,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,5993,7,1,2,3,3,4,3,0,0.18,1,4,1,0,0,2.75,6.0,0.125,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,1393,1,4,3,2,1,3,3,0,0.12,2,4,1,0,0,2.5,4.0,0.0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
0,3172,0,2,3,1,3,2,3,1,0.11,9,3,2,0,4,2.0,3.6666666666666665,0.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1,3310,5,4,3,4,4,3,4,0,0.21,8,2,1,0,0,3.75,5.25,0.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,2307,5,4,1,1,2,3,4,1,0.23,16,4,0,3,0,2.5,7.666666666666667,0.16666666666666666,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,2451,1,3,4,3,1,2,3,0,0.18,9,3,1,0,4,2.25,6.0,1.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,2177,6,2,3,2,1,3,3,0,0.16,24,4,1,0,0,2.0,4.0,0.0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1,4695,8,3,3,3,3,3,3,1,0.18,9,2,0,1,2,3.0,4.5,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
0,2293,2,2,3,4,1,2,3,1,0.16,1,3,1,2,4,2.25,5.333333333333333,0.3333333333333333,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
0,2657,2,3,2,2,4,3,3,1,0.16,9,4,1,2,1,3.0,2.6666666666666665,0.0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,5940,6,4,3,1,4,3,3,0,0.14,3,3,1,0,10,3.0,2.8000000000000003,0.14285714285714285,1,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,6502,5,3,3,4,2,4,3,0,0.14,6,4,1,0,2,3.25,2.3333333333333335,0.16666666666666666,1,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,1951,1,3,3,4,3,3,3,0,0.12,4,2,1,0,0,3.25,3.0,0.5,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,10883,1,3,1,4,3,4,4,0,0.2,1,4,1,0,18,3.5,6.666666666666667,0.5,1,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
0,2741,7,3,1,3,3,3,3,0,0.14,6,4,1,1,0,3.0,2.8000000000000003,0.125,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,12031,20,2,2,4,1,2,3,0,0.11,24,1,1,9,1,2.25,3.6666666666666665,0.047619047619047616,1,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,4193,9,4,2,3,4,3,3,1,0.12,15,2,1,0,1,3.5,3.0,0.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,2045,4,1,2,4,4,3,3,0,0.13,3,4,1,1,1,3.0,13.0,0.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,8740,8,3,2,3,2,3,3,1,0.14,10,4,1,2,1,2.75,4.666666666666667,0.2222222222222222,1,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,13191,1,1,3,1,3,3,3,1,0.17,26,5,2,0,19,2.0,2.4285714285714284,0.0,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1,2670,1,3,4,1,1,2,4,1,0.2,3,3,1,0,11,1.75,5.0,1.5,1,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,17665,22,4,3,1,4,3,3,0,0.17,2,2,1,13,1,3.0,4.25,0.043478260869565216,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,2377,1,1,3,3,3,2,4,0,0.2,21,3,1,0,0,2.25,20.0,0.5,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
0,6032,5,4,2,2,4,3,3,1,0.15,6,3,1,1,3,3.25,3.75,0.0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
0,4230,5,4,1,3,3,3,3,0,0.15,22,3,1,4,1,3.25,5.0,0.0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,6755,3,4,3,3,3,3,3,0,0.11,1,4,1,1,12,3.25,3.6666666666666665,0.0,1,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1,6812,10,3,2,1,2,3,3,0,0.19,24,3,1,1,0,2.25,6.333333333333333,0.0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1,18844,3,3,2,4,4,3,4,0,0.21,2,4,0,2,27,3.5,5.25,0.25,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
0,8500,9,4,3,4,4,2,3,0,0.11,9,3,1,1,1,3.5,11.0,0.1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0,2741,7,3,3,4,3,4,3,1,0.15,19,2,1,3,8,3.5,5.0,0.125,1,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,7756,6,1,3,4,3,2,3,0,0.17,3,1,2,0,1,2.5,8.5,0.0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0,19419,18,1,3,3,2,4,3,0,0.17,9,3,2,0,3,2.5,5.666666666666667,0.05263157894736842,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
0,9582,8,4,3,1,1,3,4,1,0.22,4,3,1,4,1,2.25,7.333333333333333,0.0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,11996,7,2,4,2,2,2,3,0,0.18,22,3,1,6,3,2.0,2.5714285714285716,0.125,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,4601,5,3,3,3,2,3,3,0,0.16,18,3,1,1,0,2.75,4.0,0.0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,4000,6,2,4,1,4,3,3,0,0.12,5,2,0,1,0,2.5,4.0,0.2857142857142857,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0,6651,3,1,3,3,2,2,3,0,0.14,5,4,1,1,17,2.0,14.000000000000002,0.25,0,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1,5673,10,2,2,3,1,3,3,1,0.13,10,4,1,1,0,2.25,2.6,0.09090909090909091,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,2340,1,3,1,4,2,1,3,1,0.18,24,3,1,0,0,2.5,4.5,0.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0,13872,37,4,3,3,3,2,3,0,0.13,10,4,1,1,1,3.0,6.5,0.0,1,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1,9981,7,4,3,3,4,3,3,0,0.14,20,3,2,0,0,3.5,4.666666666666667,0.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,2372,1,2,4,2,4,3,3,1,0.16,7,4,1,0,17,2.75,5.333333333333333,0.0,1,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,6644,0,1,2,2,2,3,3,0,0.19,2,3,1,0,10,2.0,6.333333333333333,2.0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1,4227,3,1,3,4,2,3,3,0,0.18,2,4,1,2,1,2.5,6.0,0.25,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,5538,0,2,4,1,3,2,3,0,0.18,13,3,1,0,10,2.0,6.0,2.0,1,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
0,2983,3,4,3,2,1,3,3,0,0.14,7,1,1,1,1,2.5,3.5000000000000004,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1,2836,1,4,2,2,4,4,3,0,0.13,1,3,1,0,0,3.5,13.0,0.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,3068,7,4,3,4,3,2,3,0,0.13,2,2,2,3,1,3.25,4.333333333333333,0.0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2625,2,1,2,3,3,1,4,0,0.2,10,2,2,2,0,2.0,6.666666666666667,0.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
0,5071,6,4,1,4,2,3,4,0,0.2,2,1,2,0,2,3.25,5.0,0.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,1878,0,2,3,2,4,3,3,1,0.14,5,3,2,0,0,2.75,3.5000000000000004,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
0,1420,0,3,3,3,3,3,3,0,0.13,3,3,1,0,0,3.0,4.333333333333333,0.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1,5209,11,3,2,2,2,2,3,1,0.12,4,2,1,2,0,2.25,2.4,0.25,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,2289,5,3,3,1,2,3,4,0,0.2,9,4,1,0,0,2.25,6.666666666666667,0.3333333333333333,1,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,2909,3,1,3,3,4,4,3,0,0.15,1,3,2,1,2,3.0,3.75,0.25,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
