genre,revenu_mensuel,annee_experience_totale,annees_dans_l_entreprise,heure_supplementaires,a_quitte_l_entreprise,distance_domicile_travail,niveau_education,frequence_deplacement,annees_depuis_la_derniere_promotion,experience_externe,score_satisfaction,augmentation_par_formation,pee_par_anciennete,a_suivi_formation,tranche_age,statut_marital_Celibataire,statut_marital_Divorce,statut_marital_Marie,promotion_recente,poste_AssistantdeDirection,poste_CadreCommercial,poste_Consultant,poste_DirecteurTechnique,poste_Manager,poste_ReprésentantCommercial,poste_RessourcesHumaines,poste_SeniorManager,poste_TechLead
0,2218,4,4,0,0,1,2,1,3,0,2.5,3.0,0.2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
0,19197,21,21,1,0,1,1,2,1,0,2.5,3.5,0.045454545454545456,1,2,0,1,0,1,0,0,0,0,0,0,0,1,0
1,13212,36,7,0,0,6,3,2,7,29,2.0,11.0,0.375,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0
1,6577,6,5,0,0,12,3,1,4,1,2.5,1.5714285714285714,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0,8392,10,10,0,0,1,3,1,0,0,1.5,5.333333333333333,0.09090909090909091,1,2,0,0,1,1,0,1,0,0,0,0,0,0,0
0,4558,10,10,0,0,17,2,1,1,0,2.0,4.0,0.09090909090909091,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
0,4031,6,2,0,1,3,3,1,0,4,1.0,2.1666666666666665,0.3333333333333333,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
0,7969,28,5,1,0,3,3,1,0,23,3.5,2.8,0.0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,1
0,2654,8,2,0,0,10,2,1,0,6,2.5,5.25,0.6666666666666666,1,3,0,0,1,1,1,0,0,0,0,0,0,0,0
1,16555,31,5,0,0,4,2,1,1,26,4.0,4.333333333333333,0.0,1,3,0,0,1,1,0,0,0,0,0,0,0,1,0
1,4556,19,5,0,0,29,2,2,0,14,2.0,2.75,0.16666666666666666,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0
1,6091,11,5,0,0,2,3,1,0,6,3.5,6.666666666666667,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,19566,33,29,0,0,7,3,1,11,4,1.0,1.8333333333333333,0.0,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0
1,4810,19,10,0,0,18,3,1,0,9,3.0,2.3333333333333335,0.09090909090909091,1,3,0,1,0,1,0,0,0,0,0,0,0,0,1
1,4523,7,6,0,0,28,4,2,0,1,4.0,2.2,0.42857142857142855,1,2,0,0,1,1,0,0,0,0,1,0,0,0,0
1,3202,6,5,1,1,1,1,1,1,1,1.5,3.2,0.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1,2351,3,2,0,1,6,2,2,1,1,3.5,4.0,0.3333333333333333,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
0,1702,1,1,1,0,2,2,2,0,0,4.0,5.75,0.5,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0
1,18041,21,20,0,0,2,4,1,1,1,3.0,4.666666666666667,0.0,1,2,0,0,1,1,0,0,0,0,0,0,0,1,0
1,2886,3,3,0,0,23,3,1,0,0,2.5,5.5,0.5,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
0,2097,9,5,0,0,3,3,0,1,4,3.5,3.75,0.16666666666666666,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
0,11935,10,10,0,0,3,4,1,0,0,2.5,6.0,0.0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1,2546,6,2,0,1,25,5,1,1,4,2.5,5.333333333333333,0.0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
0,2564,1,1,0,1,2,2,1,0,0,2.5,3.0,0.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1,8412,10,9,0,0,22,4,0,7,1,2.0,2.75,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,14118,32,1,0,0,29,3,1,0,31,2.5,3.0,0.5,1,3,0,1,0,1,0,0,0,0,0,0,0,1,0
0,17046,28,27,0,0,29,4,1,15,1,2.5,5.0,0.03571428571428571,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0
1,2564,12,11,0,0,2,3,0,6,1,3.5,4.666666666666667,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,10266,22,18,0,0,28,3,2,13,4,2.0,3.1666666666666665,0.0,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0
1,5070,20,5,0,0,2,2,1,0,15,2.5,4.333333333333333,0.5,1,3,0,1,0,1,0,0,0,0,0,0,0,0,1
0,17861,26,3,0,0,2,3,1,0,23,2.0,4.333333333333333,0.0,1,3,0,0,1,1,0,0,0,1,0,0,0,0,0
0,4230,6,5,0,0,22,3,1,4,1,3.5,5.0,0.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1,3780,19,1,0,0,8,4,1,0,18,3.0,2.75,0.0,1,3,1,0,0,1,0,0,1,0,0,0,0,0,0
0,2768,14,7,0,0,2,4,1,5,7,3.5,3.0,0.125,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,9071,15,3,1,0,10,3,1,1,12,3.5,4.75,0.25,1,3,0,0,1,1,0,1,0,0,0,0,0,0,0
0,10648,13,13,0,0,9,1,1,0,0,2.5,3.5714285714285716,0.07142857142857142,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
0,13610,15,7,1,1,15,1,1,7,8,2.5,4.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0,3408,8,4,0,1,10,1,1,1,4,2.5,4.333333333333333,0.6,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0
0,2983,4,3,0,0,7,1,1,1,1,3.0,3.5,0.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
0,7632,10,8,1,0,16,3,1,0,2,3.5,4.0,0.0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0
0,9824,12,1,0,1,20,3,2,0,11,2.0,4.0,0.0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0
1,9950,11,3,1,1,23,3,2,0,8,1.5,5.0,0.75,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0
0,2093,8,2,0,0,5,2,2,2,6,2.5,3.4,0.3333333333333333,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0
0,9980,10,10,0,0,10,4,0,9,0,3.0,3.5,0.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
0,3894,4,2,0,1,4,1,2,1,2,3.0,4.0,0.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1,4051,14,9,0,0,2,5,1,6,5,3.0,4.666666666666667,0.1,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0
1,16835,37,10,0,0,18,5,1,7,27,1.5,7.666666666666667,0.0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0
0,6230,16,14,0,0,10,2,0,1,2,4.0,3.5,0.0,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0
0,4717,15,11,0,0,1,3,1,6,4,2.5,3.6666666666666665,0.0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1,13237,22,20,0,0,6,3,1,5,2,2.5,3.75,0.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1
1,3755,8,8,0,0,8,1,2,0,0,3.0,2.75,0.1111111111111111,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0
0,6582,10,6,1,0,2,1,1,0,4,3.0,4.333333333333333,0.0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
0,7406,10,10,1,0,24,3,1,5,0,2.5,3.5,0.09090909090909091,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1
0,4805,9,8,0,0,2,3,1,3,1,3.0,4.75,0.1111111111111111,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0
1,2741,8,7,1,1,17,4,2,1,1,2.5,3.6666666666666665,0.125,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,4262,8,3,0,0,19,3,1,1,5,4.0,4.0,0.5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,16184,10,6,0,0,1,5,1,0,4,2.0,6.333333333333333,0.14285714285714285,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0
0,11557,10,5,0,0,7,3,1,0,5,3.5,5.25,0.16666666666666666,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
0,1878,0,0,1,1,5,3,2,0,0,2.0,3.5,0.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
0,10932,20,1,0,0,28,3,0,0,19,2.0,5.0,0.5,1,2,0,1,0,1,0,1,0,0,0,0,0,0,0
1,6811,10,8,1,0,2,4,0,0,2,2.0,4.25,0.0,1,2,1,0,0,1,0,0,0,0,1,0,0,0,0
0,4306,8,0,0,0,29,2,1,0,8,2.0,2.0,2.0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
1,4859,5,5,0,0,1,3,1,0,0,2.0,4.0,0.0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
0,5337,10,10,0,0,21,4,1,5,0,4.0,3.0,0.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
0,2340,1,1,1,1,24,3,1,0,0,3.5,4.5,0.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1,7491,12,6,0,0,1,3,1,1,6,3.0,4.25,0.0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1
1,10527,28,2,0,0,18,1,2,1,26,2.0,2.75,0.0,1,3,0,0,1,1,0,0,0,0,1,0,0,0,0
1,16595,22,18,0,0,2,5,1,11,4,1.5,5.333333333333333,0.05263157894736842,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0
0,8834,9,9,0,0,9,4,0,7,0,1.5,1.8571428571428572,0.1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0
0,5577,18,10,1,0,6,2,1,6,8,2.5,3.0,0.18181818181818182,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0
0,4707,6,4,0,1,11,4,0,1,2,3.5,4.0,0.0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0
0,2400,3,2,0,0,24,3,2,2,1,4.0,3.25,0.6666666666666666,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1,9824,18,1,0,0,10,3,1,0,17,3.0,3.8,0.5,1,2,0,0,1,1,0,0,0,0,1,0,0,0,0
1,6447,8,6,0,0,1,4,1,4,2,2.0,4.0,0.14285714285714285,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1
0,19502,31,31,1,0,18,4,1,0,0,3.5,2.8333333333333335,0.03125,1,3,0,1,0,1,0,0,0,1,0,0,0,0,0
0,2725,6,6,1,0,23,3,1,1,0,3.0,2.75,0.2857142857142857,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
0,6272,6,5,0,0,28,2,1,1,1,1.5,3.3333333333333335,0.3333333333333333,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
0,2127,1,1,0,0,17,2,1,0,0,3.0,7.0,0.5,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
0,18200,32,32,0,0,3,3,2,10,0,1.5,3.6666666666666665,0.030303030303030304,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0
0,2096,7,7,0,0,13,1,1,0,0,2.5,5.5,0.0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1,2886,6,6,1,1,7,3,2,1,0,2.0,3.2,0.14285714285714285,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
0,2033,1,1,0,1,12,4,2,0,0,1.5,6.0,0.5,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
0,3622,6,6,1,0,1,2,1,1,0,3.0,3.25,0.14285714285714285,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
0,4233,9,3,0,1,13,4,1,1,6,1.5,5.666666666666667,0.0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
0,3681,9,3,0,0,25,2,1,0,6,2.5,3.5,0.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0
0,5460,13,7,0,0,6,4,1,5,6,2.5,4.4,0.25,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1,2187,6,5,0,0,6,4,1,0,1,2.0,2.0,0.3333333333333333,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
0,9602,17,3,1,0,2,3,1,1,14,3.5,2.75,0.25,1,2,0,0,1,1,0,1,0,0,0,0,0,0,0
1,2836,1,1,0,0,1,3,1,0,0,3.0,13.0,0.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1,4089,10,10,0,0,2,4,1,2,0,3.5,2.6,0.18181818181818182,1,2,0,0,1,1,0,0,0,0,1,0,0,0,0
0,16627,21,1,1,0,6,4,1,0,20,3.0,3.5,0.5,1,2,0,1,0,1,0,0,0,1,0,0,0,0,0
1,2619,8,0,0,0,1,1,1,0,8,2.0,4.25,0.0,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0
0,5679,10,8,1,0,9,5,2,4,2,3.5,3.25,0.1111111111111111,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0
1,15402,21,3,0,0,1,4,1,0,18,2.5,2.75,0.25,1,3,0,0,1,1,0,0,0,0,0,0,0,1,0
1,5985,10,2,0,0,1,4,1,0,8,2.0,5.5,0.0,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0
1,2579,8,8,1,0,14,3,1,0,0,3.0,4.5,0.2222222222222222,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
0,3041,5,4,0,1,2,1,1,0,1,2.0,2.75,0.2,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
0,3447,3,3,0,0,22,1,1,1,0,3.0,3.6666666666666665,0.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
0,19513,26,2,1,0,3,4,1,0,24,4.0,4.0,0.3333333333333333,1,3,0,0,1,1,0,0,0,0,0,0,0,1,0
0,2773,3,2,0,0,6,1,1,2,1,2.0,5.0,0.0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
0,7104,6,5,0,0,8,4,1,1,1,3.0,3.0,0.0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
1,6322,6,6,1,0,9,4,1,0,0,2.5,4.0,0.14285714285714285,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
1,2083,1,1,0,0,3,3,2,0,0,3.0,6.666666666666667,0.5,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1,8381,18,14,0,0,1,1,1,8,4,2.5,6.666666666666667,0.0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0
0,2691,10,10,0,0,1,5,1,8,0,3.0,2.4,0.09090909090909091,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
1,4286,5,1,0,1,26,4,2,0,4,1.0,2.8,1.0,1,3,0,0,1,1,0,1,0,0,0,0,0,0,0
1,2659,3,3,1,0,6,3,1,0,0,3.5,4.333333333333333,0.25,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
0,9434,10,10,0,0,3,3,1,7,0,3.0,5.0,0.09090909090909091,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1
1,5561,6,6,0,0,3,2,1,1,0,2.5,2.3333333333333335,0.14285714285714285,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
0,6646,17,17,0,0,6,4,1,11,0,3.0,3.25,0.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0,7725,15,13,0,0,6,3,2,4,2,3.5,7.666666666666667,0.07142857142857142,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0,10725,16,9,0,0,19,4,1,7,7,2.5,7.5,0.1,1,3,0,0,1,0,0,0,0,0,0,0,1,0,0
0,8847,13,3,1,0,9,2,1,0,10,2.0,3.6666666666666665,0.25,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
0,2045,5,4,0,0,3,4,1,1,1,2.5,13.0,0.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
0,1009,1,1,1,1,10,1,1,1,0,3.5,1.8333333333333333,0.0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
0,3348,10,10,1,1,3,3,2,9,0,1.0,2.75,0.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0,1281,1,1,0,0,3,3,0,0,0,3.0,4.5,1.0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
0,2819,5,3,0,0,4,3,1,0,2,1.0,4.0,0.25,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
0,4851,4,3,0,0,8,3,1,1,1,3.0,4.4,0.25,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
1,4028,8,7,0,0,7,4,1,0,1,4.0,6.666666666666667,0.0,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0
0,2720,10,10,0,0,1,4,2,2,0,3.0,3.0,0.09090909090909091,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
0,8120,12,2,0,0,2,1,1,2,10,2.0,3.0,0.0,1,3,0,0,1,1,0,1,0,0,0,0,0,0,0
1,4647,6,6,1,0,3,1,2,0,0,4.0,5.0,0.2857142857142857,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
0,4680,4,1,0,0,10,2,1,0,3,4.0,5.666666666666667,0.0,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0
0,3221,20,20,1,0,28,1,1,3,0,3.5,2.75,0.14285714285714285,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0
1,8621,9,8,0,0,9,3,1,7,1,3.0,3.5,0.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1,4577,4,2,0,1,3,2,1,2,2,2.0,3.5,0.0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
1,4553,20,20,0,0,2,4,1,11,0,3.5,2.2,0.0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0
0,5396,10,10,0,0,10,3,1,0,0,4.0,4.0,0.0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
0,6796,18,4,1,1,8,2,2,1,14,2.5,2.8,0.2,1,3,0,0,1,1,0,1,0,0,0,0,0,0,0
1,7625,10,9,0,0,1,4,1,1,1,3.0,2.6,0.0,1,2,1,0,0,1,0,0,0,0,1,0,0,0,0
1,7412,9,9,0,0,1,2,1,0,0,2.0,2.75,0.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
1,11159,10,7,0,0,3,2,1,7,3,3.5,2.142857142857143,0.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0,4960,20,7,0,0,14,4,1,1,13,2.5,4.0,0.0,1,3,1,0,0,1,0,1,0,0,0,0,0,0,0
0,10475,20,18,1,0,5,4,2,1,2,2.5,7.0,0.05263157894736842,1,2,0,0,1,1,0,1,0,0,0,0,0,0,0
0,14814,32,5,0,0,7,3,1,1,27,3.0,4.75,0.0,1,3,0,0,1,1,0,0,0,1,0,0,0,0,0
0,19141,23,21,0,0,10,4,1,12,2,3.0,5.0,0.13636363636363635,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0
0,5405,10,2,0,0,16,4,1,2,8,1.0,7.0,0.0,1,3,1,0,0,1,0,1,0,0,0,0,0,0,0
0,8793,9,9,0,0,10,2,2,1,0,2.5,4.2,0.2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,19189,22,22,0,0,1,3,1,2,0,3.5,3.0,0.043478260869565216,1,2,0,0,1,1,0,0,0,0,0,0,0,1,0
0,3875,4,2,0,0,8,4,1,2,2,3.0,5.0,0.3333333333333333,1,3,0,0,1,1,0,0,0,0,0,1,0,0,0
1,2216,10,7,1,1,1,2,1,3,3,1.5,2.6,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1,11713,10,8,0,0,8,3,0,0,2,1.0,4.666666666666667,0.1111111111111111,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0
1,7861,10,1,1,0,1,3,1,0,9,3.0,2.8,0.0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1
0,3708,9,5,0,0,24,3,0,1,4,2.0,2.3333333333333335,0.0,1,3,1,0,0,1,0,0,1,0,0,0,0,0,0
1,13770,28,22,1,0,3,3,2,11,6,3.5,4.0,0.08695652173913043,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0
0,5304,10,8,0,0,27,5,1,7,2,3.5,7.666666666666667,0.1111111111111111,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,2642,1,1,0,0,10,3,1,0,0,3.0,1.5714285714285714,0.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
0,2759,7,2,1,1,19,3,2,2,5,3.0,4.0,0.0,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0
0,6804,7,2,0,0,15,3,2,2,5,4.0,3.0,0.3333333333333333,1,2,0,0,1,1,0,1,0,0,0,0,0,0,0
1,6142,10,5,0,0,8,2,1,4,5,2.5,3.6666666666666665,0.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2500,5,4,0,0,9,1,1,0,1,1.5,4.666666666666667,0.2,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
1,6389,12,8,0,0,3,3,1,3,4,2.5,3.75,0.1111111111111111,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0
0,11103,30,10,0,0,9,3,1,1,20,3.5,5.5,0.0,1,3,0,0,1,1,0,0,0,0,1,0,0,0,0
1,2342,5,4,1,0,2,1,1,2,1,4.0,6.666666666666667,0.0,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0
1,6811,9,7,0,0,7,3,1,0,2,2.5,6.333333333333333,0.0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
0,2297,2,2,0,0,10,3,1,2,0,3.0,4.666666666666667,0.6666666666666666,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
0,2450,19,2,0,0,6,3,1,2,17,4.0,3.4,0.0,1,3,1,0,0,1,0,0,1,0,0,0,0,0,0
1,5093,16,1,0,0,2,4,0,0,15,2.5,3.6666666666666665,0.5,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
0,5309,10,10,0,0,24,4,2,4,0,2.5,5.0,0.18181818181818182,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
0,3057,6,1,1,0,2,5,1,0,5,3.5,13.0,0.5,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0
1,5121,7,0,0,0,8,5,1,0,7,1.5,3.5,1.0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
0,16856,34,34,0,0,3,4,1,1,0,2.0,2.75,0.0,1,3,0,0,1,1,0,0,0,0,0,0,0,1,0
0,2686,10,10,1,1,1,4,1,7,0,4.0,4.333333333333333,0.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1,6180,6,6,0,0,26,1,1,1,0,3.5,3.8333333333333335,0.0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
0,6632,9,8,0,0,2,2,1,3,1,2.5,3.25,0.0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0
0,3505,2,2,0,0,10,1,1,0,0,2.0,4.5,0.0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1,6397,8,5,1,1,27,2,2,1,3,2.5,4.0,0.0,1,3,1,0,0,1,0,1,0,0,0,0,0,0,0
0,6274,6,6,0,0,2,3,1,1,0,4.0,3.6666666666666665,0.0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
0,19859,24,5,1,1,2,3,1,1,19,2.5,4.333333333333333,0.16666666666666666,1,3,0,0,1,1,0,0,0,0,0,0,0,1,0
0,7587,10,10,0,0,8,4,0,0,0,1.0,7.5,0.0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
0,4258,5,4,0,0,19,4,0,1,1,4.0,4.5,0.2,1,3,0,0,1,1,1,0,0,0,0,0,0,0,0
1,4364,5,2,0,0,1,2,2,2,3,2.5,4.666666666666667,0.3333333333333333,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1,4335,11,8,0,0,27,3,1,1,3,2.5,3.0,0.1111111111111111,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
0,5326,6,4,0,1,8,3,1,1,2,2.5,5.666666666666667,0.0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
1,3280,10,4,0,0,1,4,1,1,6,3.0,5.333333333333333,0.0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
1,5485,9,5,1,0,19,4,1,1,4,2.5,2.2,0.3333333333333333,1,3,0,1,0,1,0,0,0,0,0,0,0,0,1
0,4342,5,4,0,0,8,1,2,1,1,3.5,4.75,0.2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
1,2782,6,5,1,0,10,1,1,4,1,2.5,3.25,0.3333333333333333,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0
1,5980,17,15,1,0,2,4,2,4,2,1.0,4.0,0.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1
1,4381,6,6,0,0,2,4,1,1,0,2.0,2.75,0.0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
1,2572,3,3,0,0,8,4,1,0,0,2.5,8.0,0.25,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0
0,3833,7,2,0,0,1,3,1,0,5,3.5,7.0,0.6666666666666666,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
1,4244,8,8,0,0,2,2,2,3,0,2.5,8.0,0.1111111111111111,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0
1,6500,6,3,0,0,8,2,1,1,3,2.0,8.5,0.25,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0
0,18430,24,24,0,0,8,3,2,14,0,3.0,2.6,0.04,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0
0,1601,1,0,1,1,6,3,1,0,1,2.0,7.0,2.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
0,2694,1,1,0,0,9,3,0,0,0,2.5,2.2,1.5,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1,3149,9,5,0,0,11,4,1,1,4,3.5,5.0,0.16666666666666666,1,3,0,0,1,1,0,0,1,0,0,0,0,0,0
0,17639,30,4,0,0,2,3,1,0,26,3.0,4.0,0.0,1,3,0,0,1,1,0,0,0,1,0,0,0,0,0
1,2319,1,1,1,1,1,2,1,0,0,1.5,5.5,0.5,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
0,11691,14,13,0,0,7,3,1,3,1,3.0,2.75,0.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1,5324,6,3,0,1,16,3,1,0,3,1.0,3.75,0.0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
1,16752,26,26,1,0,2,2,1,3,0,3.5,2.75,0.037037037037037035,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0
1,5228,10,9,0,0,1,3,1,0,1,2.5,5.0,0.1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1
0,2700,10,10,0,0,23,2,1,0,0,3.0,6.0,0.09090909090909091,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
0,19246,40,31,1,1,2,4,1,13,9,3.0,4.0,0.0,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0
1,2506,7,2,0,0,1,4,1,2,5,3.5,13.0,0.0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
1,6062,8,4,1,0,1,2,1,0,4,4.0,2.6,0.2,1,2,0,0,1,1,0,0,0,0,0,0,0,0,1
0,4382,5,2,0,1,2,4,1,2,3,3.0,4.25,0.0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
0,2143,8,5,0,0,13,3,1,0,3,2.5,4.333333333333333,0.16666666666666666,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0
1,6162,14,14,0,0,4,3,1,6,0,3.0,3.0,0.06666666666666667,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
